,Item_Identifier,Item_Weight,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Item_Outlet_Sales,Outlet_Years,Outlet,Item_Fat_Content_0,Item_Fat_Content_1,Item_Fat_Content_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,New_Item_Type_0,New_Item_Type_1,New_Item_Type_2
4618,NCB31,6.235,0.119157788,9,263.791,OUT018,2009,2103.928,16,3,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True
4619,FDW47,15.0,0.077622622,1,121.8414,OUT010,1998,243.6828,27,0,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False
4620,FDT20,10.5,0.041194986,6,39.1164,OUT027,1985,1235.7248,40,5,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
4621,FDI34,10.65,0.085135953,13,232.3668,OUT046,1997,3685.8688,28,8,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False
4622,FDH56,9.8,0.106816919,6,114.2492,OUT010,1998,463.3968,27,0,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False
4623,DRJ47,18.25,0.04421348,7,173.408,OUT013,1987,1038.648,38,1,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False
4624,FDP04,15.35,0.013745883,5,62.0168,OUT027,1985,1534.0032,40,5,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
4625,NCZ06,19.6,0.094308058,9,251.8698,OUT049,1999,3551.3772,26,9,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True
4626,FDY37,17.0,0.026622757,3,144.247,OUT045,2002,3149.234,23,7,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
4627,FDO46,9.6,0.014234595,13,190.2872,OUT049,1999,4727.18,26,9,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False
4628,FDI10,8.51,0.078526225,13,173.5422,OUT049,1999,5000.8238,26,9,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False
4629,NCT42,5.88,0.0249887,9,150.3392,OUT018,2009,447.4176,16,3,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True
4630,FDE29,8.905,0.143712172,5,60.2878,OUT018,2009,1151.1682,16,3,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
4631,FDQ11,5.695,0.067373081,1,258.8988,OUT027,1985,3083.9856,40,5,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False
4632,FDS20,8.85,0.053822086,6,183.8292,OUT013,1987,2554.0088,38,1,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
4633,FDR26,20.7,0.043011277,4,177.2028,OUT018,2009,3364.9532,16,3,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
4634,NCH43,8.42,0.123557061,9,216.6192,OUT019,1985,215.7192,40,4,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,True
4635,FDO25,6.3,0.127968205,3,209.627,OUT018,2009,3984.813,16,3,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
4636,FDB40,17.5,0.007570599,4,144.6102,OUT018,2009,2187.153,16,3,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
4637,FDB14,20.25,0.06613202877895108,3,92.312,OUT019,1985,372.848,40,4,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False
4638,FDW23,5.765,0.081996785,0,40.1164,OUT035,2004,540.6296,21,6,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
4639,FDZ23,17.75,0.067777778,0,186.924,OUT018,2009,3169.208,16,3,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
4640,FDX35,5.035,0.080362549,1,229.0036,OUT017,2007,4326.3684,18,2,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
4641,FDX24,8.355,0.013929059,0,94.1462,OUT046,1997,2221.1088,28,8,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False
4642,DRG15,6.13,0.077169953,4,63.0536,OUT017,2007,1225.072,18,2,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False
4643,FDY60,10.5,0.06613202877895108,0,143.3128,OUT046,1997,1438.128,28,8,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False
4644,FDK02,12.5,0.112681821,3,119.144,OUT018,2009,3235.788,16,3,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
4645,FDK24,9.195,0.10080442,0,45.4744,OUT027,1985,1041.3112,40,5,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
4646,NCA05,20.75,0.02512588,8,150.4734,OUT035,2004,890.8404,21,6,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True
4647,FDN33,6.305,0.122519571,13,93.0436,OUT027,1985,2363.59,40,5,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False
4648,FDA09,13.35,0.15021128,13,179.066,OUT017,2007,2696.49,18,2,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
4649,FDK50,7.96,0.028357839,3,163.2894,OUT035,2004,4530.1032,21,6,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
4650,NCE55,8.92,0.130663423,9,175.237,OUT017,2007,2117.244,18,2,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True
4651,FDG12,6.635,0.006335942,0,121.8098,OUT049,1999,2048.6666,26,9,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False
4652,FDC37,15.5,0.032845997,0,106.7938,OUT013,1987,3215.814,38,1,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
4653,DRG15,6.13,0.076735903,4,62.4536,OUT046,1997,1225.072,28,8,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False
4654,FDQ58,7.315,0.01530184,13,154.434,OUT046,1997,1378.206,28,8,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False
4655,FDQ51,16.0,0.029377239,10,46.1718,OUT010,1998,94.5436,27,0,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False
4656,FDR46,16.85,0.233356571,13,146.576,OUT010,1998,439.428,27,0,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False
4657,FDC50,15.85,0.137053947,3,94.4094,OUT018,2009,1047.3034,16,3,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
4658,FDJ09,15.0,0.06613202877895108,13,43.4744,OUT046,1997,543.2928,28,8,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False
4659,NCC18,19.1,0.177236497,9,172.3422,OUT035,2004,2586.633,21,6,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True
4660,FDL04,19.0,0.111830282,5,105.4622,OUT013,1987,952.7598,38,1,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
4661,FDH48,13.5,0.06613202877895108,0,84.654,OUT049,1999,1211.756,26,9,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
4662,FDD38,16.75,0.008204465,3,99.8674,OUT049,1999,2342.9502,26,9,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False
4663,FDT47,5.26,0.02439015,1,95.9068,OUT027,1985,3207.8244,40,5,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False
4664,FDE41,9.195,0.064143995,5,85.9566,OUT045,2002,1691.132,23,7,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
4665,FDH19,19.35,0.033275634,10,173.8738,OUT017,2007,2432.8332,18,2,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
4666,FDW26,11.8,0.107662745,4,224.1772,OUT017,2007,2890.9036,18,2,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
4667,FDW35,10.6,0.01115195,1,40.6454,OUT017,2007,167.7816,18,2,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
4668,FDQ55,13.65,0.013064516,6,115.5834,OUT045,2002,1382.2008,23,7,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
4669,FDV22,14.85,0.009954237,13,158.263,OUT049,1999,2659.871,26,9,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False
4670,NCN29,15.2,0.021214364,8,48.2034,OUT019,1985,97.2068,40,4,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,True
4671,FDQ26,13.5,0.067859568,4,60.1562,OUT035,2004,1599.9174,21,6,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
4672,FDV24,5.635,0.103481775,0,150.005,OUT045,2002,1797.66,23,7,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
4673,FDG50,7.405,0.015358176,3,92.4146,OUT017,2007,1459.4336,18,2,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
4674,NCF42,17.35,0.293066133,9,177.0712,OUT019,1985,351.5424,40,4,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,True
4675,FDT46,11.35,0.030981392,13,51.9008,OUT017,2007,708.4112,18,2,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
4676,DRE49,20.75,0.06613202877895108,14,153.8024,OUT027,1985,7741.9224,40,5,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False
4677,FDV56,16.1,0.013623294,6,109.3596,OUT045,2002,1186.4556,23,7,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
4678,FDD32,17.7,0.041098734,6,80.9276,OUT018,2009,487.3656,16,3,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
4679,NCN19,13.1,0.01209726,11,188.853,OUT035,2004,3225.801,21,6,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True
4680,FDQ48,14.3,0.034382602,0,96.5726,OUT013,1987,2251.0698,38,1,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False
4681,FDW34,9.6,0.035406842,13,244.317,OUT027,1985,8262.578,40,5,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
4682,NCS38,8.6,0.090374342,9,114.3176,OUT045,2002,1946.7992,23,7,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True
4683,FDL58,5.78,0.074451126,13,264.5568,OUT018,2009,6327.7632,16,3,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
4684,FDY59,8.195,0.031467128,0,91.8462,OUT045,2002,2313.655,23,7,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
4685,FDZ03,13.65,0.078786674,4,184.824,OUT046,1997,3355.632,28,8,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False
4686,FDP60,17.35,0.056032247,0,102.3016,OUT045,2002,1619.2256,23,7,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
4687,NCI30,20.25,0.058935522,9,246.646,OUT046,1997,2463.46,28,8,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True
4688,FDO03,10.395,0.064577332,10,230.5352,OUT019,1985,687.1056,40,4,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False
4689,FDZ20,16.1,0.034306962,6,252.3356,OUT046,1997,3815.034,28,8,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False
4690,FDQ31,5.785,0.053586458,6,89.7856,OUT027,1985,966.7416,40,5,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False
4691,FDY03,17.6,0.076431919,10,113.2202,OUT018,2009,2025.3636,16,3,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
4692,FDW45,18.0,0.039090105,13,148.4418,OUT045,2002,4119.9704,23,7,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
4693,NCO41,12.5,0.031549131,8,99.0384,OUT010,1998,197.0768,27,0,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,True
4694,FDK16,9.065,0.115233813,5,94.4094,OUT013,1987,2856.282,38,1,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
4695,FDZ16,16.85,0.159825617,5,195.5478,OUT035,2004,4262.4516,21,6,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
4696,NCD18,16.0,0.073080167,9,228.4668,OUT017,2007,2534.0348,18,2,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True
4697,FDF52,9.3,0.066727717,5,181.6292,OUT013,1987,2371.5796,38,1,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
4698,FDF09,6.215,0.012146608,6,37.9848,OUT035,2004,782.9808,21,6,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
4699,FDW43,20.1,0.022552083,6,226.6036,OUT017,2007,6831.108,18,2,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
4700,FDU19,8.77,0.047036036,6,170.5422,OUT017,2007,2759.0752,18,2,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
4701,FDA50,16.25,0.087158654,4,95.141,OUT035,2004,2220.443,21,6,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
4702,FDS48,15.15,0.027756137,0,150.4708,OUT013,1987,2106.5912,38,1,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
4703,NCH07,13.15,0.092589917,9,159.5604,OUT013,1987,1901.5248,38,1,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True
4704,NCK54,12.15,0.06613202877895108,9,117.615,OUT013,1987,1514.695,38,1,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True
4705,FDD53,16.2,0.077427883,5,41.8454,OUT019,1985,41.9454,40,4,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False
4706,FDV58,20.85,0.121227447,13,197.5452,OUT035,2004,4306.3944,21,6,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
4707,FDI08,18.2,0.066284519,6,247.2092,OUT035,2004,3486.1288,21,6,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
4708,FDD08,8.3,0.03549838,6,36.6506,OUT018,2009,455.4072,16,3,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
4709,FDX34,6.195,0.072131519,13,120.1098,OUT045,2002,2892.2352,23,7,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
4710,FDX55,15.1,0.06613202877895108,6,216.4166,OUT045,2002,2830.3158,23,7,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
4711,NCS05,11.5,0.021020616,8,130.7942,OUT045,2002,2782.3782,23,7,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True
4712,FDL04,19.0,0.111902259,5,105.4622,OUT035,2004,1905.5196,21,6,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
4713,FDJ53,10.5,0.071548187,5,120.2098,OUT018,2009,602.549,16,3,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
4714,FDB47,8.8,0.071540443,13,210.6612,OUT049,1999,2508.7344,26,9,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
4715,NCS29,9.0,0.121765124,8,264.1884,OUT019,1985,264.9884,40,4,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,True
4716,FDB33,17.75,0.014609738,6,160.4262,OUT045,2002,3182.524,23,7,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
4717,FDL52,6.635,0.080697998,5,39.8506,OUT019,1985,37.9506,40,4,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False
4718,FDB03,17.75,0.156802171,4,242.1538,OUT035,2004,4326.3684,21,6,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
4719,FDW20,20.75,0.024144862,6,123.373,OUT035,2004,2093.941,21,6,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
4720,FDT10,16.7,0.062297249,13,60.6562,OUT018,2009,592.562,16,3,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
4721,FDK04,7.36,0.052058711,5,55.5588,OUT027,1985,1145.176,40,5,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
4722,NCL07,13.85,0.031402114,11,40.248,OUT045,2002,319.584,23,7,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True
4723,FDZ31,15.35,0.113217223,6,191.1504,OUT046,1997,1725.7536,28,8,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False
4724,FDE45,12.1,0.06613202877895108,6,177.3002,OUT035,2004,3044.7034,21,6,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
4725,NCK54,12.15,0.06613202877895108,9,118.515,OUT018,2009,1398.18,16,3,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True
4726,DRE15,13.35,0.031139933,4,74.8012,OUT019,1985,303.6048,40,4,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False
4727,NCQ38,16.35,0.013363902,11,106.128,OUT035,2004,1917.504,21,6,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True
4728,FDB08,6.055,0.030952737,6,160.1578,OUT027,1985,3048.6982,40,5,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
4729,DRF49,7.27,0.07136748,14,111.8518,OUT018,2009,2277.036,16,3,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False
4730,DRC27,13.8,0.058192802,4,246.9802,OUT049,1999,5896.3248,26,9,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False
4731,FDB37,20.25,0.022976493,0,240.3538,OUT049,1999,4086.0146,26,9,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False
4732,FDS35,9.3,0.111220521,1,65.7826,OUT046,1997,968.739,28,8,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False
4733,FDE47,14.15,0.037967687,15,125.6046,OUT049,1999,1618.5598,26,9,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
4734,NCT53,5.4,0.06613202877895108,8,164.5526,OUT027,1985,2302.3364,40,5,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True
4735,FDL14,8.115,0.032158866,3,154.8972,OUT046,1997,1713.7692,28,8,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False
4736,FDP21,7.42,0.045068892,13,190.8872,OUT019,1985,945.436,40,4,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False
4737,NCV54,11.1,0.033176087,9,120.1124,OUT045,2002,1896.1984,23,7,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True
4738,NCO41,12.5,0.018845298,8,96.7384,OUT035,2004,2759.0752,21,6,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True
4739,FDQ59,9.8,0.056375879,1,84.6908,OUT035,2004,1006.6896,21,6,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
4740,FDQ01,19.7,0.161356273,3,253.1014,OUT018,2009,2805.0154,16,3,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
4741,FDQ48,14.3,0.034605882,0,95.9726,OUT017,2007,2153.1972,18,2,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
4742,FDP09,19.75,0.033942546,13,213.5902,OUT049,1999,4460.1942,26,9,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
4743,FDK55,18.5,0.025740259,10,89.4172,OUT013,1987,1605.9096,38,1,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
4744,NCJ43,6.635000000000001,0.026938317,9,174.1396,OUT027,1985,4012.1108,40,5,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True
4745,FDI07,12.35,0.033754478,10,199.0426,OUT035,2004,3361.6242,21,6,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
4746,NCW41,18.0,0.015375557,8,156.9604,OUT027,1985,4278.4308,40,5,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True
4747,FDG33,5.365,0.140458316,12,169.7764,OUT049,1999,3263.7516,26,9,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False
4748,NCO05,7.27,0.046333982,8,97.2384,OUT027,1985,2660.5368,40,5,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True
4749,FDH53,20.5,0.06613202877895108,5,82.8592,OUT035,2004,908.1512,21,6,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
4750,FDR49,8.71,0.139228412,3,49.5376,OUT046,1997,1198.44,28,8,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False
4751,FDF33,7.97,0.06613202877895108,12,109.4596,OUT027,1985,1833.6132,40,5,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
4752,FDQ51,16.0,0.06613202877895108,10,48.1718,OUT017,2007,756.3488,18,2,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
4753,FDZ38,17.6,0.00799436,4,171.6422,OUT013,1987,3793.7284,38,1,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
4754,FDV52,20.7,0.121767168,5,118.9466,OUT045,2002,353.5398,23,7,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
4755,FDM50,13.0,0.030083482,3,61.922,OUT035,2004,1557.972,21,6,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
4756,FDV60,20.2,0.118025091,0,195.811,OUT017,2007,2553.343,18,2,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
4757,FDG60,20.35,0.060649213,0,232.7616,OUT013,1987,2812.3392,38,1,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
4758,FDN13,18.6,0.151931742,2,101.1358,OUT013,1987,1105.8938,38,1,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
4759,DRN59,15.0,0.063831013,7,46.206,OUT027,1985,1304.968,40,5,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False
4760,FDU02,13.35,0.103091351,4,229.9352,OUT017,2007,2519.3872,18,2,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
4761,FDZ58,17.85,0.052389407,13,120.9072,OUT018,2009,2817.6656,16,3,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
4762,NCQ38,16.35,0.013355306,11,105.528,OUT013,1987,2024.032,38,1,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True
4763,FDF39,14.85,0.019550858,4,263.791,OUT045,2002,4207.856,23,7,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
4764,FDT03,21.25,0.01005532,10,183.1608,OUT017,2007,2756.412,18,2,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
4765,FDN09,14.15,0.034845668,13,242.7828,OUT013,1987,3167.8764,38,1,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
4766,FDJ02,17.2,0.025162022,3,145.9418,OUT035,2004,1765.7016,21,6,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
4767,FDN44,13.15,0.022685222,6,161.592,OUT027,1985,4314.384,40,5,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
4768,FDQ34,10.85,0.162571649,13,107.4622,OUT045,2002,529.311,23,7,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
4769,FDX31,20.35,0.014825605,6,233.2958,OUT046,1997,4206.5244,28,8,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False
4770,NCH55,16.35,0.058034349,9,124.802,OUT010,1998,253.004,27,0,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,True
4771,DRM47,9.3,0.043785694,7,191.6846,OUT046,1997,3057.3536,28,8,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False
4772,DRL01,19.5,0.076798609,14,231.8958,OUT027,1985,8413.0488,40,5,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False
4773,FDO12,15.75,0.055241242,0,196.5452,OUT017,2007,3131.9232,18,2,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
4774,NCK30,14.85,0.061102235,9,253.2698,OUT045,2002,2283.0282,23,7,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True
4775,FDP16,18.6,0.039517121,5,243.6802,OUT017,2007,5896.3248,18,2,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
4776,NCG06,16.35,0.029565309,9,256.4646,OUT018,2009,515.3292,16,3,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True
4777,FDX36,9.695,0.128283243,0,226.1404,OUT046,1997,3375.606,28,8,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False
4778,FDT09,15.15,0.012332667,13,130.0284,OUT017,2007,3559.3668,18,2,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
4779,FDF08,14.3,0.065195229,6,88.9856,OUT035,2004,1669.8264,21,6,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
4780,FDA43,10.895,0.108253944,6,194.8794,OUT010,1998,585.2382,27,0,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False
4781,NCN06,8.39,0.121178848,9,165.1868,OUT017,2007,2784.3756,18,2,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True
4782,DRF15,18.35,0.06613202877895108,4,151.934,OUT013,1987,306.268,38,1,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False
4783,NCX05,15.2,0.09698132,8,116.3492,OUT013,1987,2548.6824,38,1,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True
4784,FDM21,20.2,0.064351908,13,259.4646,OUT035,2004,2061.3168,21,6,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
4785,NCG54,12.1,0.079419801,9,172.3106,OUT027,1985,5475.5392,40,5,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True
4786,FDD26,8.71,0.072301795,3,185.6924,OUT045,2002,3331.6632,23,7,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
4787,FDU23,12.15,0.021719387,1,163.1184,OUT035,2004,3467.4864,21,6,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
4788,FDO37,8.06,0.021420031,2,232.0326,OUT045,2002,3003.4238,23,7,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
4789,FDP19,11.5,0.290430317,6,130.6652,OUT010,1998,258.3304,27,0,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False
4790,FDT13,14.85,0.018571641,3,187.3214,OUT046,1997,4333.6922,28,8,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False
4791,FDY07,11.8,0.06613202877895108,6,45.2402,OUT018,2009,1148.505,16,3,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
4792,DRI47,14.7,0.020952705,7,143.5128,OUT049,1999,2444.8176,26,9,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False
4793,NCW42,18.2,0.102371638,9,221.2456,OUT019,1985,663.1368,40,4,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,True
4794,NCQ50,18.75,0.034278798,9,214.1218,OUT013,1987,4488.1578,38,1,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True
4795,FDQ09,7.235,0.06613202877895108,13,115.1834,OUT045,2002,1382.2008,23,7,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
4796,FDI20,19.1,0.038377013,6,211.5586,OUT027,1985,4432.2306,40,5,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
4797,NCP05,19.6,0.025325897,8,150.9024,OUT049,1999,3795.06,26,9,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True
4798,FDH02,7.27,0.020898691,3,92.2488,OUT017,2007,814.9392,18,2,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
4799,FDH45,15.1,0.105881129,6,42.0796,OUT045,2002,454.0756,23,7,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
4800,DRG49,7.81,0.112906337,14,243.5486,OUT010,1998,488.6972,27,0,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False
